k,lower_fusion_height,upper_fusion_height,cut_height_gap
5,10.523442376478021,12.265844157184118,1.7424017807060963
6,9.433462058738206,10.523442376478021,1.0899803177398155
7,8.893134509019438,9.433462058738206,0.5403275497187678
8,8.69822705005587,8.893134509019438,0.1949074589635682
9,8.287516155117931,8.69822705005587,0.4107108949379388
10,7.9378813971750475,8.287516155117931,0.34963475794288357
11,7.757066350615165,7.9378813971750475,0.18081504655988212
12,7.4485032783049085,7.757066350615165,0.3085630723102568
