architecture_family_id,architecture_family_label,agreements,rank_within_family,index_name,family_mean,overall_mean,deviation_from_sample
8,Export Liberalisation and Regulatory Compatibility Architecture,19,45,CP_objectives,0.6337719298245613,0.5167445482866043,0.117027381537957
8,Export Liberalisation and Regulatory Compatibility Architecture,19,46,CD_regime,0.6491228070175439,0.5462097611630321,0.10291304585451178
8,Export Liberalisation and Regulatory Compatibility Architecture,19,47,serv_safeguard,0.3508771929824561,0.2512980269989615,0.09957916598349464
8,Export Liberalisation and Regulatory Compatibility Architecture,19,48,MoC_safeguards,0.5056390977443609,0.407543391188251,0.09809570655610989
8,Export Liberalisation and Regulatory Compatibility Architecture,19,49,SPS_transparency,0.4269005847953216,0.33367947386638974,0.09322111092893187
8,Export Liberalisation and Regulatory Compatibility Architecture,19,50,invest_scop_def,0.6016746411483254,0.5094873973378646,0.09218724381046073
8,Export Liberalisation and Regulatory Compatibility Architecture,19,51,subsid_misc,0.15789473684210525,0.06853582554517137,0.08935891129693388
8,Export Liberalisation and Regulatory Compatibility Architecture,19,52,TFC_fees,0.3333333333333333,0.24922118380062305,0.08411214953271026
8,Export Liberalisation and Regulatory Compatibility Architecture,19,53,subsid_object_coverage,0.7105263157894737,0.6304517133956387,0.08007460239383501
8,Export Liberalisation and Regulatory Compatibility Architecture,19,54,CP_exeptions,0.7368421052631579,0.6573208722741433,0.07952123298901459
8,Export Liberalisation and Regulatory Compatibility Architecture,19,55,IPR_exhaustion,0.5263157894736842,0.44859813084112143,0.07771765863256275
8,Export Liberalisation and Regulatory Compatibility Architecture,19,56,SPS_cooperation,0.23026315789473684,0.1588785046728972,0.07138465322183965
8,Export Liberalisation and Regulatory Compatibility Architecture,19,57,TBT_framework,0.43859649122807015,0.367601246105919,0.07099524512215116
8,Export Liberalisation and Regulatory Compatibility Architecture,19,58,IPR_biodiversity_TK,0.15789473684210523,0.09345794392523366,0.06443679291687157
8,Export Liberalisation and Regulatory Compatibility Architecture,19,59,RoO_value_content,0.7318295739348372,0.6710666369974781,0.06076293693735901
8,Export Liberalisation and Regulatory Compatibility Architecture,19,60,env_enforcement,0.3815789473684211,0.3208722741433021,0.06070667322511897
8,Export Liberalisation and Regulatory Compatibility Architecture,19,61,AD_Regime,0.6666666666666666,0.608515057113188,0.058151609553478645
8,Export Liberalisation and Regulatory Compatibility Architecture,19,62,RoO_verification,0.2894736842105263,0.24091381100726897,0.04855987320325736
8,Export Liberalisation and Regulatory Compatibility Architecture,19,63,CD_lev2,0.2222222222222222,0.17859409253490255,0.04362812968731966
